LADBS_ID,Address,Postal_Code,EBEWE_Compliance_Wave,EBEWE_Compliance_Date,Property_Type,Year_Built,Building_SQFT,LADBS_Building_Category,City_Owned,Energy_STAR_Score,Census_Tract_GEOID,Longitude,Latitude,CES_Score,CES_Score_Percentile,Disadvantaged_Community,AC_Opt,CDI,Site_EUI,Source_EUI,Total_Water_Use,Predicted_HVAC_Capacity_Tonnage_per_Unit,Predicted_HVAC_Units,Predicted_HVAC_Type,Predicted_Natural_Gas_Usage,Predicted_kwAmount,Basic_pred_energy_savings,Basic_pred_elec_savings,Basic_pred_gas_savings,Basic_pred_invest_cost,Mid_pred_energy_savings,Mid_pred_elec_savings,Mid_pred_gas_savings,Mid_pred_invest_cost,Adv1_pred_energy_savings,Adv1_pred_elec_savings,Adv1_pred_gas_savings,Adv1_pred_invest_cost,Adv2_pred_energy_savings,Adv2_pred_elec_savings,Adv2_pred_gas_savings,Adv2_pred_invest_cost
4.3663E+11,12820 PIERCE ST,91331,4,1-Dec-24,Other,1979,134910,"100,000+",No,,6037104704,-118.41244,34.267853,49.2514358,88.06911338,Yes,,,232.7,728.1,4205.5,,,,,,,,,,,,,,,,,,,,,
4.36632E+11,12842 VENTURA BLVD,91604,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037143901,-118.4128,34.144962,7.814664269,8.033799975,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36636E+11,5000 COLDWATER CANYON AVE,91423,2,1-Dec-22,Multifamily Housing,1964,30561,"20,000 to 49,999",No,100,6037124700,-118.41377,34.161533,16.94697817,30.24341027,No,Eligible,Eligible,17.9,24.9,981.1,0.199399,6,4,1033.606112,158.642151,352.7791832,198.4938344,154.2854652,26057.15832,2836.843832,2501.58814,335.2556486,99753.24604,392.3199827,198.4947934,193.8250918,34761.35688,-2.784469529,-3.61748481,455.7226904,109354.9607
4.36663E+11,5124 COLDWATER CANYON AVE,91423,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037124700,-118.41377,34.16344,16.94697817,30.24341027,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36682E+11,12833 VENTURA BLVD,91604,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037143901,-118.4126,34.144936,7.814664269,8.033799975,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36688E+11,7350 COLDWATER CANYON AVE,91605,4,1-Dec-24,Bar/Nightclub,1957,17370,"20,000 to 49,999",No,,6037123303,-118.41379,34.203613,56.56072618,94.38769076,Yes,,,48.6,125.4,430.4,,,,,,,,,,,,,,,,,,,,,
4.367E+11,7148 COLDWATER CANYON AVE,91605,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037123303,-118.41379,34.200306,56.56072618,94.38769076,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36706E+11,3761 KELTON AVE,90034,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037271802,-118.41246,34.016903,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36713E+11,5106 COLDWATER CANYON AVE,91423,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037124700,-118.41377,34.163162,16.94697817,30.24341027,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36715E+11,12840 RIVERSIDE DR,91607,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037124700,-118.41236,34.157608,16.94697817,30.24341027,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36727E+11,5120 COLDWATER CANYON AVE,91423,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037124700,-118.41377,34.16338,16.94697817,30.24341027,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36729E+11,5060 COLDWATER CANYON AVE,91423,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037124700,-118.41377,34.162457,16.94697817,30.24341027,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36737E+11,12840 MOORPARK ST,91604,5,1-Dec-25,Multifamily Housing,1989,45624,"20,000 to 49,999",No,100,6037143500,-118.41235,34.150356,17.64218449,32.17303569,No,Eligible,,19.4,34.4,138.4,0.236673,8,4,,,468.5371057,271.7832735,196.7541244,24358.10762,4317.956316,3816.981872,500.9743797,93248.85978,517.9391161,271.7850307,246.1539121,32494.75103,-3.018432479,-3.921286247,573.4144743,102224.497
4.3676E+11,10425 IRENE ST,90034,4,1-Dec-24,Multifamily Housing,1970,20209,"20,000 to 49,999",No,91,6037269904,-118.41157,34.030106,27.49097812,54.82406356,No,Eligible,Eligible,27.7,50.4,658.3,0.21545,4,4,686.2394811,162.338897,347.386615,179.3515106,168.0349,23066.25488,1869.709402,1648.086889,221.6224849,88303.328,393.3424153,179.351358,213.9910759,30771.36455,-4.307846128,-5.596869217,518.3405717,96802.93472
4.36761E+11,2151 AVENUE OF THE STARS,90067,5,1-Dec-25,,,,"100,000+",No,,6037267901,-118.412246,34.054386,22.47614533,44.1417581,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36761E+11,6000 COLDWATER CANYON AVE,91606,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037123700,-118.41378,34.179695,35.46161042,69.28994829,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36774E+11,12760 FOOTHILL BLVD,91340,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037104201,-118.41328,34.29127,38.06813557,73.23748266,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36775E+11,12505 W JEFFERSON BLVD,90066,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037275602,-118.411194,33.98046,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36778E+11,12473 GLADSTONE AVE,91342,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037106112,-118.412415,34.29634,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36816E+11,4620 S SLAUSON AVE,90230,4,1-Dec-24,Multifamily Housing,1988,20043,"20,000 to 49,999",No,55,6037275102,-118.41222,33.997097,31.11044899,61.45793921,No,Eligible,,47.1,102.8,962.7,0.274543,4,4,,,483.3570977,236.370379,246.9861628,21628.5763,1883.843641,1663.619664,220.2239488,82799.53888,553.2352532,236.3692378,316.8661412,28853.44022,-7.324478345,-9.516261285,779.6314613,90769.38025
4.36823E+11,12827 RANGOON ST,91331,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037121210,-118.41234,34.238018,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36824E+11,12457 GLADSTONE AVE,91342,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037106112,-118.412186,34.296124,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3683E+11,11300 N GLENOAKS BLVD,91331,5,1-Dec-25,Other - Recreation,1992,16000,"15,000 to 19,999",Yes,,6037104203,-118.41336,34.27528,40.88427457,77.3363602,Yes,,,201.6,599.5,1420.6,,,,,,,,,,,,,,,,,,,,,
4.36842E+11,12860 MUSCATINE ST,91331,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037121210,-118.41264,34.239307,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36853E+11,10943 N HERRICK AVE,91331,5,1-Dec-25,Other - Recreation,2002,10100,"7,500 to 14,999",Yes,,6037104701,-118.41273,34.26916,48.83047562,87.67814352,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36858E+11,12827 VICTORY BLVD,91606,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037123700,-118.412994,34.186684,35.46161042,69.28994829,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36873E+11,10720 PALMS BLVD,90034,2,1-Dec-22,Multifamily Housing,1988,33082,"20,000 to 49,999",No,84,6037271802,-118.412125,34.024353,25.29847833,50.39727582,No,Eligible,,27.3,50.6,1936.7,0.234694,6,4,,,437.1400808,238.144003,198.9960597,22928.31085,3094.60407,2731.41389,363.1901327,87775.24416,489.6827762,238.1446361,251.5380795,30587.34135,-4.246260614,-5.516702082,599.5441624,96224.02034
4.36875E+11,3710 MIDVALE AVE,90034,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037271802,-118.4123,34.018402,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36878E+11,6901 W IMPERIAL HWY,90045,1,1-Dec-21,Office,1947,79896,"20,000 to 49,999",Yes,81,6037980028,-118.42908,33.930943,,,Yes,Ineligible,,48.1,94.8,1278.5,49.037942,,,,,,,,90033.26075,7946.285444,7067.587257,878.6980739,344669.5876,,,,120108.1971,,,,377845.6412
4.36881E+11,10433 NATIONAL BLVD,90034,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037269904,-118.412,34.02895,27.49097812,54.82406356,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36884E+11,3669 WESTWOOD BLVD,90034,2,1-Dec-22,Multifamily Housing,1976,28062,"20,000 to 49,999",No,100,6037271802,-118.41169,34.01961,25.29847833,50.39727582,No,Eligible,Eligible,22,40.4,866.2,0.215328,5,4,950.0139642,179.03556,363.9219838,199.1178082,164.8041837,23960.58596,2603.4752,2295.614041,307.8611199,91727.04855,407.1743104,199.1184126,208.0558375,31964.44023,-3.421887826,-4.445686437,494.5235899,100556.2043
4.36893E+11,12445 GLADSTONE AVE,91342,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037106112,-118.41202,34.29596,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36897E+11,12800 HAMLIN ST,91606,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037123700,-118.41199,34.18844,35.46161042,69.28994829,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36907E+11,12829 BRANFORD ST,91331,3,1-Dec-23,Multifamily Housing,1987,47378,"50,000 to 99,999",No,,6037104821,-118.41211,34.24171,48.63468799,87.42590491,Yes,Eligible,,49.3,93.4,5305.2,0.376365,8,4,,,691.9427523,368.7649274,323.1776021,24910.27054,4539.69756,4018.769862,520.9276315,95362.67599,779.2661637,368.7652762,410.5008685,33231.35983,-7.667873756,-9.962099505,988.8892719,104541.7778
4.36911E+11,7306 COLDWATER CANYON AVE,91605,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037123303,-118.41379,34.202984,56.56072618,94.38769076,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.36972E+11,12825 VENTURA BLVD,91604,5,1-Dec-25,Hotel,1962,116000,"100,000+",No,44,6037143901,-118.412285,34.144886,7.814664269,8.033799975,No,,,111.4,173.2,10405.8,,,,,,,,,,,,,,,,,,,,,
4.36979E+11,12801 RANGOON ST,91331,4,1-Dec-24,Distribution Center,1972,27745,"20,000 to 49,999",No,64,6037121210,-118.41212,34.23818,54.64980723,92.96254257,Yes,,,16.2,45.4,211.1,,,,,,,,,,,,,,,,,,,,,
4.36986E+11,12831 MACLAY ST,91342,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037106112,-118.412584,34.304502,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37004E+11,12819 RIVERSIDE DR,91607,2,1-Dec-22,Multifamily Housing,1987,79035,"50,000 to 99,999",No,100,6037124700,-118.41196,34.15762,16.94697817,30.24341027,No,Eligible,Eligible,2.8,8.9,2895.3,0.249773,14,4,1548.002854,64.17642,569.4445082,368.5459088,200.899609,28582.24734,7783.247081,6915.021394,868.2255746,109419.9113,614.7246138,368.550338,246.1738539,38129.93297,-0.438775366,-0.569247199,546.3547208,119952.0875
4.37007E+11,12838 SATICOY ST,91605,1,1-Dec-21,Manufacturing/Industrial Plant,1954,87900,"50,000 to 99,999",No,,6037121600,-118.41313,34.20636,48.03240466,86.73224871,Yes,,,307.3,773.8,3056.6,,,,,,,,,,,,,,,,,,,,,
4.37007E+11,12822 RANGOON ST,91331,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037121210,-118.4123,34.238033,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37008E+11,12435 W JEFFERSON BLVD,90066,5,1-Dec-25,Multifamily Housing,1988,82804,"20,000 to 49,999",No,90,6037275602,-118.41051,33.98076,20.10058663,38.52944886,No,Eligible,,26.3,44.5,1266.5,0.365975,14,4,,,758.9534691,454.5011671,304.4529331,29429.40987,8231.157929,7320.935586,910.2222254,112663.0589,835.0627772,454.504609,380.5578597,39260.08381,-4.093132386,-5.31716339,884.9240846,123507.4032
4.37024E+11,12423 GLADSTONE AVE,91342,4,1-Dec-24,Manufacturing/Industrial Plant,1985,49040,"20,000 to 49,999",No,,6037106112,-118.4117,34.295662,38.1158301,73.35099004,No,,,131.6,368.4,941,,,,,,,,,,,,,,,,,,,,,
4.37039E+11,7230 COLDWATER CANYON AVE,91605,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037123303,-118.41379,34.201897,56.56072618,94.38769076,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37041E+11,3535 OVERLAND AVE,90034,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037271802,-118.41087,34.023766,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37099E+11,12793 MERCER ST,91331,2,1-Dec-22,Multifamily Housing,1998,55326,"50,000 to 99,999",No,95,6037104203,-118.41213,34.27606,40.88427457,77.3363602,Yes,Eligible,,27.1,57.7,3550.3,0.196116,10,4,,,588.4970364,338.0980642,250.3992519,26733.98383,5313.458683,4705.580877,607.8777281,102344.3015,652.3896575,338.0999804,314.2894961,35664.27089,-4.216220904,-5.477410847,737.5595871,112195.4173
4.37113E+11,12804 RAYMER ST,91605,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037123303,-118.411705,34.204155,56.56072618,94.38769076,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37122E+11,2070 CENTURY PARK EAST,90067,4,1-Dec-24,,,,"100,000+",No,,6037267901,-118.412506,34.059055,22.47614533,44.1417581,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37156E+11,3671 GLENDON AVE,90034,2,1-Dec-22,Multifamily Housing,1986,21528,"20,000 to 49,999",No,99,6037271802,-118.4107,34.020096,25.29847833,50.39727582,No,Eligible,Eligible,24.6,49,561,0.199364,4,4,-350.7834263,153.580752,335.0921925,176.3218982,158.7701644,21575.33629,1988.558044,1752.498528,236.0594862,82595.72295,377.9486034,176.3219813,201.6266156,28782.41578,-3.825868531,-4.970639392,485.4547351,90545.94608
4.37158E+11,12800 CHANDLER BLVD,91607,1,1-Dec-21,Worship Facility,1966,22248,"20,000 to 49,999",No,17,6037124000,-118.411606,34.168181,24.2659039,48.35414302,No,,,34.2,81.4,286.8,,,,,,,,,,,,,,,,,,,,,
4.37205E+11,12460 GLADSTONE AVE,91342,4,1-Dec-24,Manufacturing/Industrial Plant,1960,41000,"20,000 to 49,999",No,,6037106112,-118.41202,34.29598,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37218E+11,12836 ARROYO ST,91342,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037106112,-118.41206,34.294514,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37221E+11,10746 FRANCIS PL,90034,5,1-Dec-25,Multifamily Housing,1973,107492,"100,000+",No,45,6037271802,-118.41029,34.02138,25.29847833,50.39727582,No,Eligible,,40.8,73.7,4064.9,0.573154,18,4,,,1007.838318,599.3169482,408.5220179,35913.08289,11043.2762,9860.984344,1182.291708,137484.1627,1112.708194,599.320911,513.3869663,47909.57924,-6.349013736,-8.247849591,1208.448689,150717.6539
4.3724E+11,9351 LAUREL CANYON BLVD,91331,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037121210,-118.41118,34.23898,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37246E+11,12427 W JEFFERSON BLVD,90066,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037275602,-118.41043,33.980793,20.10058663,38.52944886,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37268E+11,3315 MOTOR AVE,90034,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037269904,-118.41046,34.02891,27.49097812,54.82406356,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37273E+11,10527 PALMS BLVD,90034,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037269904,-118.409935,34.02567,27.49097812,54.82406356,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37282E+11,3711 GLENDON AVE,90034,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037271802,-118.4102,34.01947,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37283E+11,6851 W IMPERIAL HWY,90045,1,1-Dec-21,Office,1972,61949,"50,000 to 99,999",Yes,81,6037980028,-118.42907,33.930943,,,Yes,Ineligible,,48.1,94.8,991,21.428734,,,,,,,,51569.97488,6031.152022,5349.943453,681.208481,197422.6172,,,,68796.53872,,,,216425.4639
4.3729E+11,12800 WENTWORTH ST,91331,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037121210,-118.411064,34.237183,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3729E+11,12500 GLADSTONE AVE,91342,3,1-Dec-23,,,,"100,000+",No,,6037106112,-118.412445,34.296383,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37293E+11,12755 SHERMAN WAY,91605,1,1-Dec-21,Retail Store,1969,136356,"100,000+",No,100,6037123303,-118.410774,34.201202,56.56072618,94.38769076,Yes,Eligible,,11.3,35.4,2022.2,2.162133,1,2,,,38309.16656,38814.20321,-505.0347515,23282.34801,14460.97913,12961.51269,1499.466247,89130.58595,39591.8362,40120.20819,-528.3657823,31059.64197,40196.54583,40761.78872,-565.2382315,97709.82009
4.37297E+11,12723 WENTWORTH ST,91331,5,1-Dec-25,Office,1972,64000,"50,000 to 99,999",No,94,6037121210,-118.41041,34.237675,54.64980723,92.96254257,Yes,Ineligible,,21.7,60.7,,14.713035,,,,,,,,51484.64668,6205.420697,5502.226113,703.1944941,197095.9598,,,,68682.70728,,,,216067.3641
4.37306E+11,12747 SATICOY ST,91605,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037121600,-118.410835,34.20634,48.03240466,86.73224871,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37313E+11,12759 RIVERSIDE DR,91607,2,1-Dec-22,Multifamily Housing,1987,60156,"50,000 to 99,999",No,100,6037124700,-118.41086,34.15762,16.94697817,30.24341027,No,Eligible,,22.9,54.1,1751.9,0.286154,11,4,,,590.7632381,346.8985757,243.865079,26254.65605,5805.898503,5144.972372,660.9260458,100509.3162,651.8677499,346.9009718,304.9665504,35024.82726,-3.563363961,-4.629122964,709.8025222,110183.8062
4.37322E+11,12745 MOORPARK ST,91604,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037143400,-118.410576,34.150368,15.80561473,27.33005423,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37336E+11,12750 RIVERSIDE DR,91607,5,1-Dec-25,Senior Care Community,1969,24384,"20,000 to 49,999",No,7,6037124700,-118.41071,34.15761,16.94697817,30.24341027,No,,,153.8,302.5,2834.7,,,,,,,,,,,,,,,,,,,,,
4.37356E+11,12458 GLADSTONE AVE,91342,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037106112,-118.411995,34.29596,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3738E+11,3445 MENTONE AVE,90034,3,1-Dec-23,Multifamily Housing,1987,28616,"20,000 to 49,999",No,4,6037269904,-118.41016,34.026527,27.49097812,54.82406356,No,Eligible,,53,113,1813.1,0.328832,5,4,,,587.1010652,294.0542049,293.0463183,22669.32562,2703.848279,2389.211857,314.636382,86783.78466,669.0318455,294.0532784,374.978673,30241.84405,-8.242318541,-10.70867359,917.580675,95137.12825
4.3739E+11,3670 GLENDON AVE,90034,2,1-Dec-22,Multifamily Housing,1973,115714,"100,000+",No,98,6037271802,-118.41062,34.02002,25.29847833,50.39727582,No,Eligible,,14.3,40,4140.5,0.407917,20,4,,,866.690953,553.1292291,313.5629361,36915.13755,11967.09453,10694.8645,1272.229864,141320.2757,942.1349367,553.1349284,388.9995223,49246.36275,-2.228737209,-2.894441591,889.293524,154923.0107
4.37398E+11,12735 VENTURA BLVD,91604,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037143901,-118.4102,34.144756,7.814664269,8.033799975,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37399E+11,12424 GLADSTONE AVE,91342,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037106112,-118.41163,34.295612,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37403E+11,12750 BARBARA ANN ST,91605,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037123303,-118.41053,34.200233,56.56072618,94.38769076,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3742E+11,9335 LAUREL CANYON BLVD,91331,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037121210,-118.41077,34.23859,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37429E+11,3084 MOTOR AVE,90064,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037269000,-118.41035,34.03436,12.37109222,18.60259806,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3745E+11,12728 MOORPARK ST,91604,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037143500,-118.41028,34.150356,17.64218449,32.17303569,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37464E+11,12400 GLADSTONE AVE,91342,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037106112,-118.41137,34.29537,38.1158301,73.35099004,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37487E+11,12730 W RAYMER ST,91605,2,1-Dec-22,Manufacturing/Industrial Plant,1973,100096,"20,000 to 49,999",No,,6037123303,-118.41034,34.203884,56.56072618,94.38769076,Yes,,,138.6,388,2908.4,,,,,,,,,,,,,,,,,,,,,
4.37507E+11,12731 MOORPARK ST,91604,2,1-Dec-22,Multifamily Housing,1960,13988,"20,000 to 49,999",No,,6037143400,-118.41032,34.150368,15.80561473,27.33005423,No,Eligible,Eligible,16.1,45.1,576,0.162141,3,4,475.6680686,65.309972,219.5218805,115.3306901,104.1911058,23894.196,1275.179617,1122.222394,152.9572039,91472.89137,247.5981329,115.330745,132.2673824,31875.8732,-2.50378557,-3.252998402,318.2045231,100277.5833
4.37526E+11,3745 GLENDON AVE,90034,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037271802,-118.40962,34.018726,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37527E+11,10321 NATIONAL BLVD,90034,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037269907,-118.40954,34.029213,32.17689399,63.42540043,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37529E+11,3724 GLENDON AVE,90034,2,1-Dec-22,Multifamily Housing,1986,24340,"20,000 to 49,999",No,,6037271802,-118.409996,34.01922,25.29847833,50.39727582,No,Eligible,,19.3,28.7,739.1,0.189879,5,4,,,318.0303465,173.7168228,144.3135287,21839.35896,2245.44452,1978.576886,266.8676002,83606.46703,355.8899533,173.7173418,182.1725588,29134.63325,-3.001868848,-3.900016317,432.9185048,91653.979
4.37529E+11,12720 WENTWORTH ST,91331,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037121210,-118.41038,34.237682,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37554E+11,380 WORLD WAY,90045,3,1-Dec-23,,,,"100,000+",Yes,,6037980028,-118.40062,33.945415,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3757E+11,12712 MOORPARK ST,91604,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037143500,-118.40998,34.150356,17.64218449,32.17303569,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37615E+11,12729 W RIVERSIDE DR,91607,4,1-Dec-24,Multifamily Housing,2012,65990,"100,000+",No,92,6037124700,-118.41031,34.15762,16.94697817,30.24341027,No,Eligible,,35.4,63.9,2497.7,0.244668,12,4,,,717.1917998,409.6391803,307.5528842,28309.50421,6435.650714,5710.258183,725.392438,108375.7831,796.6315188,409.6412657,386.9900664,37766.08205,-5.507353305,-7.154802234,913.2817333,118807.4572
4.3762E+11,12711 BRANFORD ST,91331,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037104821,-118.4102,34.2431,48.63468799,87.42590491,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37628E+11,12711 MOORPARK ST,91604,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037143400,-118.40994,34.150368,15.80561473,27.33005423,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37631E+11,12700 VENTURA BLVD,91604,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037143901,-118.40915,34.144493,7.814664269,8.033799975,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37638E+11,12701 VAN NUYS BLVD,91331,5,1-Dec-25,Distribution Center,1954,89750,"50,000 to 99,999",No,67,6037104203,-118.409164,34.275789,40.88427457,77.3363602,Yes,,,11.3,31.2,1624.8,,,,,,,,,,,,,,,,,,,,,
4.37641E+11,6751 W IMPERIAL HWY,90045,4,1-Dec-24,Office,1985,32090,"20,000 to 49,999",Yes,1,6037980028,-118.42905,33.930946,,,Yes,Ineligible,,399.8,526,309.6,2932.461524,,,,,,,,48329.15408,3568.06053,3207.582817,360.4776729,185015.9537,,,,64473.14601,,,,202824.6012
4.37646E+11,12711 VENTURA BLVD,91604,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037143901,-118.409225,34.14454,7.814664269,8.033799975,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37653E+11,12727 VAN NUYS BLVD,91405,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037104203,-118.410074,34.275083,40.88427457,77.3363602,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37659E+11,10309 NATIONAL BLVD,90034,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037269907,-118.40936,34.02919,32.17689399,63.42540043,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3766E+11,12760 W OSBORNE ST,91331,4,1-Dec-24,Police Station,1990,25676,"20,000 to 49,999",Yes,,6037104810,-118.41087,34.253162,51.14907472,89.93567915,Yes,,,196.8,476.5,884,,,,,,,,,,,,,,,,,,,,,
4.37665E+11,9320 LAUREL CANYON BLVD,91331,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037121210,-118.41031,34.23818,54.64980723,92.96254257,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3767E+11,3752 GLENDON AVE,90034,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037271802,-118.4095,34.018593,25.29847833,50.39727582,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.37677E+11,12730 W SATICOY ST SOUTH,91605,2,1-Dec-22,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1952,18174,"7,500 to 14,999",Yes,,6037121600,-118.41041,34.205822,48.03240466,86.73224871,Yes,,,55.1,165.7,184.6,,,,,,,,,,,,,,,,,,,,,
4.37723E+11,12730 W SATICOY ST SOUTH,91605,2,1-Dec-22,Non-Refrigerated Warehouse,1952,12993,"7,500 to 14,999",Yes,55,6037121600,-118.41006,34.20561,48.03240466,86.73224871,Yes,,,44,133.2,135,,,,,,,,,,,,,,,,,,,,,
