"LADBS_ID","Address","Postal_Code","EBEWE_Compliance_Wave","EBEWE_Compliance_Date","Property_Type","Year_Built","Building_SQFT","LADBS_Building_Category","City_Owned","Energy_STAR_Score","Census_Tract_GEOID","Longitude","Latitude","CES_Score","CES_Score_Percentile","Disadvantaged_Community","AC_Opt","CDI","Site_EUI","Source_EUI","Total_Water_Use","Predicted_HVAC_Capacity_Tonnage_per_Unit","Predicted_HVAC_Units","Predicted_HVAC_Type","Predicted_Investment_Cost","Predicted_Energy_Cost_Savings","Predicted_Elecricity_Cost_Savings","Predicted_Natural_Gas_Cost_Savings","Predicted_Natural_Gas_Usage","Predicted_kwAmount","MID_pred_elec_savings","MID_pred_gas_savings","MID_pred_energy_savings","Adv1_pred_energy_savings","Adv1_pred_elec_savings","Adv1_pred_gas_savings","Adv2_pred_energy_savings","Adv2_pred_elec_savings","Adv2_pred_elec_savings.1","Predicted_Investment_Cost_Mid","Predicted_Investment_Cost_Advanced1","Predicted_Investment_Cost_Advanced2"
454073858411,"7601 W SUNSET BLVD",90046,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037189800,-118.3551,34.098045,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454092846826,"535 S CURSON AVE",90036,4,"December 1, 2024",,,,"100,000+","No",,6037214503,-118.355194,34.065838,24.5526146968048,49.0477992180603,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454095847427,"357 S CURSON AVE WEST",90036,4,"December 1, 2024","Multifamily Housing",1951,192306,"100,000+","No",38,6037214503,-118.35473,34.068428,24.5526146968048,49.0477992180603,"No","Eligible",,64.6,93.6,4046.2,2.460638,32,4,85928.699504,1593.23133610745,982.454739672101,610.777590673757,,,19754.539123995,2117.03648923993,21871.5758847284,1757.09441469506,982.461211181577,774.632881506869,-10.0538807004708,-13.0604373511749,1861.64043874893,328956.312057,114632.537957,360619.889657
454128857234,"1333 N CURSON AVE",90046,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037189800,-118.355,34.09505,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454131878045,"10311 RIVERSIDE DR",91602,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037143100,-118.355354,34.15221,21.9837334708907,42.9562365998234,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454143898064,"7671 SAN FERNANDO RD",91505,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037122200,-118.35592,34.21013,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454170829870,"5060 RODEO RD",90016,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037236202,-118.354294,34.02152,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454192871029,"3470 CAHUENGA BLVD WEST",90068,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037143700,-118.35475,34.132614,17.5605116060332,31.8451254887123,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454214882728,"10301 MAGNOLIA BLVD",91601,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037125310,-118.35605,34.164948,51.2216641718554,90.0491865304578,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454215844989,"5750 W WILSHIRE BLVD",90036,5,"December 1, 2025",,,,"100,000+","No",,6037216300,-118.354034,34.062363,18.0120876166572,33.1819901626939,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454249857802,"1422 N CURSON AVE",90046,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037189800,-118.355,34.0967,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454253828727,"3838 GIBRALTAR AVE",90008,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037236202,-118.35475,34.016766,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454253857189,"1332 N CURSON AVE",90046,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037189800,-118.354996,34.09505,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454273858322,"7575 W SUNSET BLVD",90046,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037189800,-118.354485,34.09804,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454278847712,"329 S BURNSIDE AVE",90036,2,"December 1, 2022","Multifamily Housing",1951,47828,"50,000 to 99,999","No",74,6037214503,-118.35518,34.069645,24.5526146968048,49.0477992180603,"No","Eligible",,44.4,65.2,3581.7,0.720605,8,4,42758.412944,660.355471849932,356.18771519804,304.167627988907,,,4051.72852876808,525.770160767776,4577.49875681966,741.845237792394,356.1883367259,385.656852863326,-6.905960316057,-8.97217041608113,925.416528666958,163689.778998,57041.540522,179445.682836
454284846941,"6200 W 3RD ST",90036,1,"December 1, 2021","Parking",1951,32490,"50,000 to 99,999","No",,6037214501,-118.35531,34.070663,22.4062334854116,43.9651910707529,"No",,,2.9,8.2,0,,,,,,,,,,,,,,,,,,,,,
454288831264,"3430 S LA BREA AVE",90016,3,"December 1, 2023","Self-Storage Facility",1954,282765,"100,000+","No",,6037219700,-118.355415,34.024063,48.9858588833219,87.8547105561861,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454316857381,"1340 N CURSON AVE",90046,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037189800,-118.354996,34.095177,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454319847298,"6200 W 3RD ST",90036,5,"December 1, 2025","Parking",1951,32490,"50,000 to 99,999","No",,6037214501,-118.355208,34.070804,22.4062334854116,43.9651910707529,"No",,,105.8,118.3,56.1,,,,,,,,,,,,,,,,,,,,,
454335846597,"501 S FULLER AVE",90036,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037214503,-118.3538,34.066154,24.5526146968048,49.0477992180603,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454350843385,"5700 W OLYMPIC BLVD",90036,3,"December 1, 2023","Multifamily Housing",1972,52218,"50,000 to 99,999","No",95,6037216300,-118.35364,34.05738,18.0120876166572,33.1819901626939,"No","Eligible",,17.4,48.7,1930.7,0.256231,9,4,27048.595586,499.107907994963,295.384485314784,203.723836982917,,,4407.36079294888,573.471022875374,4980.83188968393,549.42109080278,295.386716733896,254.03415552112,-2.70775278091285,-3.51755486756772,587.362419830679,103548.71308,36083.976344,113515.759134
454381827417,"4055 STEVELY AVE",90008,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037236202,-118.35356,34.013905,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454385845934,"600 S CURSON AVE",90036,3,"December 1, 2023","Multifamily Housing",1986,192500,"100,000+","No",68,6037215101,-118.35461,34.064034,17.3590600699777,31.3028124605877,"No","Eligible",,43.9,97.6,7512.7,0.881037,32,4,49640.861742,1447.65615641177,921.429231633183,526.228292977163,,,19748.0420190398,2118.71894082944,21866.7612318986,1585.94853510594,921.436754707458,664.511345131947,-6.83510382978421,-8.87840645461168,1582.1909651107,190037.495042,66223.019791,208329.4893
454391898494,"7545 N SAN FERNANDO RD",91505,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037122200,-118.3535,34.20848,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454392847126,"432 S CURSON AVE",90036,4,"December 1, 2024","Multifamily Housing",1951,192306,"100,000+","No",46,6037214503,-118.35572,34.06656,24.5526146968048,49.0477992180603,"No","Eligible",,63,89.1,5371,2.402508,32,4,85866.603919,1581.91716575143,977.687649478048,604.230539304705,,,19752.1284789531,2117.00127503468,21869.1300255015,1743.79958840131,977.694201693491,766.10505594805,-9.80508563862934,-12.7371878346081,1839.99651386035,328718.594802,114549.699807,360359.291009
454399857824,"1425 N SIERRA BONITA AVE",90046,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037189800,-118.35393,34.09672,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454406857144,"1325 N SIERRA BONITA AVE",90046,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037189800,-118.35392,34.09492,25.1747794903476,50.2711565140623,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454441830795,"5051 RODEO RD",90016,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037219700,-118.354034,34.02153,48.9858588833219,87.8547105561861,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454457827594,"4045 STEVELY AVE",90008,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037236202,-118.35356,34.014065,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454468847789,"6100 BLACKBURN AVE",90036,5,"December 1, 2025","Multifamily Housing",1951,66824,"50,000 to 99,999","No",52,6037214501,-118.355804,34.070026,22.4062334854116,43.9651910707529,"No","Eligible",,54.4,78.9,4373.9,0.997735,12,4,47260.401377,856.933794207589,469.871332279465,387.062394945924,,,5817.72526327118,734.98746065079,6552.71281804394,960.298288233042,469.872504708004,490.425697028314,-8.46183439530416,-10.9934320466248,1175.1553178568,180924.504073,63047.384471,198339.330494
454473878070,"10231 RIVERSIDE DR",91602,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037143100,-118.353905,34.15221,21.9837334708907,42.9562365998234,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454549846267,"5721 W 6TH ST",90036,4,"December 1, 2024","Multifamily Housing",1951,66927,"50,000 to 99,999","No",34,6037214503,-118.35334,34.064888,24.5526146968048,49.0477992180603,"No","Eligible",,62.7,88.2,4123.3,1.130502,12,4,47462.359953,916.2903673513,495.047669014922,421.242483263023,,,5839.97994017814,736.303493464623,6576.28352780572,1029.9793894678,495.048428377773,534.930919531087,-9.75246368538172,-12.670294076568,1288.03129791294,181697.651447,63316.805797,199186.896904
454555898189,"7565 N LOCKHEED DR",91505,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037122200,-118.35354,34.207733,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454560830136,"5020 OBAMA BLVD",90016,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037219700,-118.35178,34.02168,48.9858588833219,87.8547105561861,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454564897945,"7525 N LOCKHEED DR",91505,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037122200,-118.35362,34.207184,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454573859694,"7523 HOLLYWOOD BLVD",90046,3,"December 1, 2023","Multifamily Housing",1978,33478,"20,000 to 49,999","No",89,6037189905,-118.35314,34.101654,28.9061596252518,57.6113002900744,"No","Eligible",,31.2,58.6,1268.7,0.261476,6,4,24740.12615,467.517907813443,251.588169846094,215.9296550332,,,2771.31639882037,367.631513019591,3138.94795890475,525.102005732377,251.588629439606,273.513334656973,-4.8527174420319,-6.30464262764614,654.905498817378,94711.321192,33004.379985,103827.727104
454577848684,"161 S GARDNER ST",90036,3,"December 1, 2023","Library",2005,12500,"7,500 to 14,999","Yes",,6037214501,-118.35321,34.07247,22.4062334854116,43.9651910707529,"No",,,64.8,181.3,138.2,,,,,,,,,,,,,,,,,,,,,
454578848875,"141 S GARDNER AVE",90036,3,"December 1, 2023",,,,"7,500 to 14,999","Yes",,6037214501,-118.35321,34.07275,22.4062334854116,43.9651910707529,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454588857866,"1426 N SIERRA BONITA AVE",90046,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037189902,-118.35391,34.096756,34.8090116356224,68.0413671333081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454591898448,"7535 N SAN FERNANDO RD",91505,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037122200,-118.35375,34.2083,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454606857436,"1348 N SIERRA BONITA AVE",90046,4,"December 1, 2024","Multifamily Housing",1989,38480,"20,000 to 49,999","No",100,6037189902,-118.353905,34.095295,34.8090116356224,68.0413671333081,"No","Eligible","Eligible",6.2,17.2,1670.4,0.180964,7,4,23347.552149,325.846720625268,200.039592766032,125.807562581068,217.034360051419,69.18704,3166.9580812864,422.099414671817,3589.05755044739,355.1584112561,200.041604908655,155.116599649668,-0.965532889010658,-1.25411965061794,349.305310791579,89380.203527,31146.627068,97983.464528
454612906241,"8930 VILLAGE AVE",91352,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037102107,-118.356224,34.230957,33.0568848742424,65.0397275822929,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454615845120,"5700 WILSHIRE BLVD",90036,1,"December 1, 2021","Office",1987,540391,"100,000+","No",93,6037216300,-118.35271,34.062336,18.0120876166572,33.1819901626939,"No","Eligible",,46.7,125.1,2685.8,8.378211,3,2,325714.149587,274449.615640976,264749.251300392,9700.36517635147,,,79761.1474496187,5961.16947301403,85722.3176810884,274911.640462457,264905.17122761,10006.4694316656,274930.262322933,264923.971641978,10006.2907958679,1246914.314445,434516.521619,1366935.626422
454617827310,"4060 STEVELY AVE",90008,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037236202,-118.353546,34.01381,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454621846884,"393 S BURNSIDE AVE",90036,3,"December 1, 2023","Multifamily Housing",1951,47828,"50,000 to 99,999","No",21,6037214503,-118.3527,34.06788,24.5526146968048,49.0477992180603,"No","Eligible",,78.6,104.1,10293.2,1.201242,8,4,43424.248273,902.19586320978,458.084268095915,444.11085100241,,,4103.25606653882,526.522864404993,4629.77899779433,1026.02214982127,458.083164533744,567.939124183077,-12.2239547629173,-15.8816288326963,1388.05542316028,166238.761302,57929.793156,182240.016562
454621847368,"361 S BURNSIDE AVE",90036,5,"December 1, 2025","Multifamily Housing",1951,47828,"50,000 to 99,999","No",36,6037214503,-118.353615,34.068634,24.5526146968048,49.0477992180603,"No","Eligible",,61.2,83.8,5046.4,0.926226,8,4,43084.204345,779.154260588103,406.242162235593,372.911667363961,,,4077.04030170809,526.1399099229,4603.18027870196,881.440913876755,406.241936350806,475.199021230923,-9.5183084653919,-12.3662903400324,1152.67773999701,164936.989049,57476.1601,180812.942665
454646857059,"7513 FOUNTAIN AVE",90046,5,"December 1, 2025","Multifamily Housing",1973,68000,"50,000 to 99,999","No",,6037189902,-118.35341,34.094402,34.8090116356224,68.0413671333081,"No","Eligible",,17.8,30,3611.9,0.297752,12,4,29284.150304,605.695299695408,365.923390928822,239.772514921586,,,5874.05986780649,747.122123020868,6621.18208708153,664.320706641021,365.926473323819,298.393941257229,-2.77070337866843,-3.59915830076632,686.865102853453,112106.969399,39066.301371,122897.787495
454651845418,"5757 W WILSHIRE BLVD",90036,5,"December 1, 2025","Office",1944,530000,"100,000+","No",68,6037215101,-118.35372,34.062477,17.3590600699777,31.3028124605877,"No","Ineligible",,75.7,198.6,9128.2,30.170228,,,548931.624052,,,,,,77556.8479993085,5846.79928145517,83403.6480244421,,,,,,,2101446.008869,732298.121503,2303719.977587
454656857214,"1320 N SIERRA BONITA AVE",90046,3,"December 1, 2023","Multifamily Housing",1987,39348,"20,000 to 49,999","No",94,6037189902,-118.353905,34.094856,34.8090116356224,68.0413671333081,"No","Eligible",,22.5,53.8,1627,0.232904,7,4,23624.678394,447.155956553231,252.564408654205,194.591700953922,,,3267.37066922645,432.005838107736,3699.37656285008,497.10565870295,252.565648866843,244.539887492038,-3.50017393182031,-4.54726760811441,575.399139127203,90441.111328,31516.32526,99146.489646
454663827524,"4050 STEVELY AVE",90008,3,"December 1, 2023","Multifamily Housing",1959,27645,"20,000 to 49,999","No",45,6037236202,-118.35355,34.013966,49.4002457029149,88.2204565518981,"Yes","Eligible",,51.1,75.1,3066.3,0.648884,5,4,38681.657616,566.708707418909,283.880166567163,282.828019555665,,,2304.21461262609,303.915368769871,2608.13001991797,645.755627516336,283.879278395684,361.876450472805,-7.9468281477608,-10.3247661177259,885.378272161158,148082.951415,51602.975613,162336.625388
454669827042,"4000 S LA BREA AVE",90008,2,"December 1, 2022","Other - Recreation",1983,17384,"15,000 to 19,999","Yes",,6037236400,-118.35544,34.012493,38.0341770895697,73.1870349350486,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454727827343,"4065 URSULA AVE",90008,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037236202,-118.3524,34.013474,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454751847575,"360 S BURNSIDE AVE",90036,3,"December 1, 2023","Multifamily Housing",1951,192306,"100,000+","No",58,6037214502,-118.35361,34.06864,22.4425180747544,44.028250725186,"No","Eligible",,60.6,82.2,5951.5,2.317878,32,4,85773.544668,1564.94591021741,970.537014186969,594.409962251126,,,19748.5125113902,2116.9484537268,21865.4612366612,1723.85734896069,970.543687461361,753.313317609822,-9.43189304586721,-12.2523135597579,1807.53062652749,328362.340977,114425.554811,359968.746094
454752846678,"430 S FULLER AVE",90036,5,"December 1, 2025","Multifamily Housing",1951,192306,"100,000+","No",54,6037214503,-118.3529,34.066895,24.5526146968048,49.0477992180603,"No","Eligible",,61.3,84.3,10633.6,2.342249,32,4,85800.676527,1569.89585974817,972.622616146867,597.274297225086,,,19749.5671685961,2116.9638599416,21866.5313000729,1729.6738354642,972.629254112399,757.044241291806,-9.54074088542283,-12.3937352232559,1816.99984366624,328466.208441,114461.749863,360082.611285
454761857237,"1325 N GARDNER ST",90046,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037189902,-118.35283,34.09491,34.8090116356224,68.0413671333081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454770827569,"4045 URSULA AVE",90008,5,"December 1, 2025","Multifamily Housing",1958,26047,"20,000 to 49,999","No",44,6037236202,-118.35241,34.013855,49.4002457029149,88.2204565518981,"Yes","Eligible",,51.9,74.2,1954.7,0.645606,5,4,38377.852932,560.878963819802,278.820060976259,282.058344935638,,,2170.78222169727,286.358227321983,2457.14048525943,640.037599903992,278.81903745614,361.218677735783,-8.07114955220683,-10.4863107781509,885.455604681405,146919.911951,51197.687249,161061.637957
454773859684,"7501 HOLLYWOOD BLVD",90046,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037189905,-118.352936,34.101654,28.9061596252518,57.6113002900744,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454776846086,"5700 W 6TH ST",90036,4,"December 1, 2024","Multifamily Housing",1986,104900,"100,000+","No",100,6037215101,-118.35255,34.06488,17.3590600699777,31.3028124605877,"No","Eligible",,26.8,42.9,3897.4,0.43617,18,4,32786.20294,894.002362093701,547.163737960427,346.839496049297,,,9568.06372750084,1153.4484880147,10721.5123639617,980.453385736961,547.168279115279,433.284721439437,-4.17193346563795,-5.41928640022741,1006.34691920804,125513.692954,43738.18846,137594.970653
454796842214,"5351 SAN VICENTE BLVD",90019,3,"December 1, 2023",,,,"100,000+","No",,6037216200,-118.35118,34.052876,33.3117214038495,65.4054735780048,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454802828120,"3939 URSULA AVE",90008,1,"December 1, 2021","Multifamily Housing",1960,27800,"20,000 to 49,999","No",72,6037236202,-118.35244,34.015743,49.4002457029149,88.2204565518981,"Yes","Eligible",,38.6,60.8,2050.4,0.263881,5,4,25930.611237,479.428424018731,247.358202166933,232.069927649874,,,2298.47610130444,305.344961152034,2603.82110135719,543.086469049518,247.357953707689,295.728547387581,-6.00312411110692,-7.79938703873933,717.324186132182,99268.792511,34592.537697,108823.87627
454808827760,"4027 URSULA AVE",90008,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037236202,-118.35241,34.0142,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454830844725,"5659 W 8TH ST",90036,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037216300,-118.35287,34.06063,18.0120876166572,33.1819901626939,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454830848054,"300 S GARDNER ST",90036,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037214502,-118.35306,34.069977,22.4425180747544,44.028250725186,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454831832863,"2906 S LA BREA AVE",90016,2,"December 1, 2022",,,,"7,500 to 14,999","Yes",,6037219700,-118.352715,34.02856,48.9858588833219,87.8547105561861,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454865828572,"3901 URSULA AVE",90008,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037236202,-118.35243,34.01622,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454878847717,"5950 W COLGATE AVE",90036,4,"December 1, 2024","Parking",1951,65933,"100,000+","No",,6037214502,-118.35347,34.06891,22.4425180747544,44.028250725186,"No",,,3.4,9.5,27.7,,,,,,,,,,,,,,,,,,,,,
454907857259,"1330 N GARDNER ST",90046,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037189902,-118.35281,34.095005,34.8090116356224,68.0413671333081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454934850346,"7451 BEVERLY BLVD",90036,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037214000,-118.352295,34.07615,17.6363747383584,32.1478118299912,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
454956828167,"3954 URSULA AVE",90008,4,"December 1, 2024","Multifamily Housing",1962,38581,"20,000 to 49,999","No",54,6037236202,-118.35242,34.01554,49.4002457029149,88.2204565518981,"Yes","Eligible",,47,69.6,2648.1,0.334527,7,4,27510.457783,615.062303200536,322.061493424909,293.000511636583,,,3237.24581154456,424.108334179138,3661.35419983947,694.934318268205,322.0614534188,372.872880794993,-7.30981177746491,-9.49698738557652,901.877470017372,105316.835791,36700.120149,115454.071893
454980897994,"7531 N SAN FERNANDO RD",91505,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037122200,-118.352844,34.208035,59.4759341680991,96.1911968722411,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454992827251,"4070 URSULA AVE",90008,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037236202,-118.35239,34.013363,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
454993845999,"616 MASSELIN AVE",90036,5,"December 1, 2025","Multifamily Housing",1987,150824,"50,000 to 99,999","No",90,6037215101,-118.35249,34.064354,17.3590600699777,31.3028124605877,"No","Eligible",,22.7,44.4,3841.2,0.541808,25,4,40674.366412,1109.52620084645,712.042328742356,397.485276397684,,,14636.5468487588,1659.06868381771,16295.6157460418,1208.55014271325,712.049214352076,496.500411347641,-3.53658387441597,-4.5932614000639,1153.41792602348,155711.533484,54261.333855,170699.494021
455009846541,"5729 S LINDENHURST AVE",90036,1,"December 1, 2021","Parking",1951,65933,"100,000+","No",,6037214503,-118.353264,34.06588,24.5526146968048,49.0477992180603,"No",,,2.4,6.7,0,,,,,,,,,,,,,,,,,,,,,
455012828298,"3930 URSULA AVE",90008,5,"December 1, 2025","Multifamily Housing",1962,23758,"20,000 to 49,999","No",20,6037236202,-118.352425,34.015842,49.4002457029149,88.2204565518981,"Yes","Eligible",,79.1,111.1,2923.4,0.462854,4,4,25863.839736,736.683864023036,349.162880266727,387.519904374823,,,2020.06195292768,261.783139851211,2281.84512542015,848.247824005321,349.160348103858,499.087753844333,-12.3005565587671,-15.9814378263708,1237.90966349163,99013.174694,34503.461677,108543.654047
455015830073,"4928 W MARTIN LUTHER KING JR BLVD",90016,2,"December 1, 2022","Multifamily Housing",1945,297870,"100,000+","No",100,6037236202,-118.35132,34.020824,49.4002457029149,88.2204565518981,"Yes","Eligible",,3.8,11.9,5292.5,1.07103,49,4,130808.551461,1497.02200134108,1110.15545212643,386.869212016301,,,34543.2954735912,3279.86530004063,37823.1611943854,1605.91038443312,1110.16832400695,495.741595305778,-0.604697270701824,-0.782246991685946,1221.30272046828,500767.484236,174504.168305,548968.687604
455025846874,"401 S BURNSIDE AVE",90036,3,"December 1, 2023","Multifamily Housing",1951,192306,"100,000+","No",56,6037214503,-118.35217,34.06692,24.5526146968048,49.0477992180603,"No","Eligible",,60.8,83,12752,2.324815,32,4,85781.295752,1566.36018151191,971.132900461226,595.228343672257,,,19748.8138420205,2116.95285550246,21865.7669690645,1725.51920224741,971.139563647372,754.379295804675,-9.46299242859738,-12.2927197493287,1810.23611713856,328392.014044,114435.895086,360001.275331
455025847377,"386 S BURNSIDE AVE",90036,4,"December 1, 2024","Multifamily Housing",1951,192306,"100,000+","No",51,6037214502,-118.35219,34.067863,22.4425180747544,44.028250725186,"No","Eligible",,61.9,85.9,7310,2.363342,32,4,85823.939236,1574.13867363167,974.410274969637,599.729441488481,,,19750.4711604868,2116.97706526857,21867.448497283,1734.65939532436,974.416882670431,760.242175876363,-9.63403903361336,-12.5149537919684,1825.11631549946,328555.263846,114492.783307,360180.238687
455026828374,"4818 TACANA ST",90008,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037236202,-118.35165,34.01631,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
455027840926,"1315 S COCHRAN AVE",90019,4,"December 1, 2024","Multifamily Housing",1997,29356,"20,000 to 49,999","No",,6037217100,-118.35183,34.050385,38.0791634136605,73.2753184512549,"No","Eligible","Eligible",5.1,14.2,1827,0.109039,5,4,23188.902393,253.673178060073,154.773868878556,98.8996393581736,-86.9113991733351,43.417524,2379.80252122103,321.720869462599,2701.52343222056,276.712342925744,154.775402355249,121.936780135114,-0.794051629455848,-1.03142827828018,274.5550147237,88772.853027,30934.98155,97317.653712
455029845133,"5670 WILSHIRE BLVD",90036,2,"December 1, 2022","Office",1964,445004,"100,000+","No",82,6037216300,-118.35194,34.06232,18.0120876166572,33.1819901626939,"No","Ineligible",,74.8,186.3,8313.3,34.949603,,,281133.523592,,,,,,60220.732643025,4906.59584441209,65127.3291129808,,,,,,,1076248.653251,375044.071425,1179842.600229
455040857593,"1413 N VISTA ST",90046,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037189902,-118.351746,34.09642,34.8090116356224,68.0413671333081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
455052857121,"1317 N VISTA ST",90046,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037189902,-118.35174,34.094925,34.8090116356224,68.0413671333081,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
455063827249,"4063 NICOLET AVE",90008,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037236202,-118.35136,34.01259,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
455073828614,"4729 TACANA ST",90008,3,"December 1, 2023","Multifamily Housing",1958,33649,"20,000 to 49,999","No",1,6037236202,-118.35101,34.016323,49.4002457029149,88.2204565518981,"Yes","Eligible",,72.4,157.4,604.1,0.949964,6,4,40280.861425,760.065790856544,375.128159939598,384.936808898052,,,2848.09639281951,370.419089312421,3218.51552891777,868.743916101137,375.126551373162,493.617547503972,-11.2591984306482,-14.6283262504135,1213.36002528513,154205.099082,53736.381476,169048.05829
455078827762,"4001 NICOLET AVE",90008,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037236202,-118.35122,34.014442,49.4002457029149,88.2204565518981,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
